id,message,date_created,story,sender,receiver,seen
639,et ultrices posuere cubilia curae nulla dapibus dolor vel est,3/3/2021 23:07,1,433,612,0
640,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,3/1/2021 1:31,0,879,204,0
641,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,3/8/2021 0:14,0,456,594,1
642,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,3/8/2021 20:14,1,437,717,0
643,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,3/5/2021 6:11,0,345,175,1
644,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,3/3/2021 21:20,0,805,964,1
645,quam nec dui luctus rutrum nulla tellus in sagittis dui vel,3/4/2021 3:33,1,510,481,1
646,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,3/4/2021 12:45,1,900,124,1
647,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,3/8/2021 0:12,0,229,947,0
648,tempus semper est quam pharetra magna ac consequat metus sapien ut,3/5/2021 5:01,0,990,252,0
649,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,3/5/2021 2:19,1,4,993,0
650,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,3/1/2021 12:38,1,836,62,0
651,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,3/5/2021 3:33,1,166,860,1
652,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,3/5/2021 1:17,1,431,117,0
653,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,3/5/2021 11:32,1,57,350,1
654,sed sagittis nam congue risus semper porta volutpat quam pede lobortis,3/4/2021 18:37,0,894,478,0
655,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,3/6/2021 14:18,0,791,741,1
656,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,3/7/2021 18:38,1,650,626,1
657,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,3/3/2021 6:18,0,694,115,0
658,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,3/8/2021 8:30,1,574,741,1
659,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,3/5/2021 8:40,1,894,206,0
660,ligula vehicula consequat morbi a ipsum integer a nibh in quis,3/7/2021 12:10,0,249,917,1
661,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,3/6/2021 8:50,1,955,634,0
662,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,3/8/2021 13:51,1,394,100,1
663,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,3/6/2021 17:26,0,810,207,0
664,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,3/2/2021 0:04,0,905,253,1
665,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,3/2/2021 21:53,1,473,711,0
666,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,3/7/2021 18:01,1,954,70,1
667,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,3/4/2021 17:23,1,315,627,1
668,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,3/3/2021 19:59,0,495,872,1
669,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,3/7/2021 5:13,0,381,707,1
670,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,3/4/2021 20:42,0,519,269,1
671,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,3/7/2021 5:17,1,932,431,1
672,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,3/2/2021 13:42,1,61,396,0
673,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,3/7/2021 15:41,0,501,372,1
674,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,3/7/2021 22:51,1,514,621,0
675,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,3/5/2021 1:49,0,11,104,0
676,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,3/8/2021 16:21,1,686,686,0
677,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,3/7/2021 21:28,1,748,977,1
678,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,3/3/2021 2:47,1,509,557,1
679,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,3/7/2021 22:01,1,371,729,0
680,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,3/1/2021 21:17,1,767,248,1
681,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,3/2/2021 0:34,1,212,646,1
682,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,3/1/2021 4:22,1,275,694,1
683,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,3/6/2021 18:02,0,560,22,1
684,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,3/2/2021 8:22,0,905,839,0
685,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,3/6/2021 16:56,1,208,306,1
686,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,3/5/2021 7:36,1,247,902,0
687,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,3/5/2021 3:13,1,815,223,1
688,amet diam in magna bibendum imperdiet nullam orci pede venenatis,3/6/2021 20:32,1,411,693,0
689,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,3/8/2021 12:29,1,886,631,0
690,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,3/8/2021 16:43,1,470,808,0
691,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,3/3/2021 17:01,0,355,974,0
692,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,3/1/2021 4:49,1,469,969,0
693,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,3/3/2021 0:15,0,632,580,0
694,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,3/5/2021 18:28,0,921,530,1
695,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,3/8/2021 10:20,1,712,186,0
696,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,3/7/2021 6:33,0,576,254,1
697,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,3/3/2021 9:54,1,543,467,1
698,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,3/3/2021 19:16,0,288,865,1
699,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,3/8/2021 1:25,1,526,295,1
700,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,3/6/2021 3:34,0,963,215,0
701,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,3/7/2021 9:19,0,984,142,1
702,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,3/4/2021 19:17,0,786,388,0
703,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,3/6/2021 22:16,1,669,176,1
704,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,3/5/2021 6:03,1,850,804,0
705,vitae mattis nibh ligula nec sem duis aliquam convallis nunc,3/8/2021 8:45,0,896,701,0
706,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,3/5/2021 5:22,0,163,498,1
707,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,3/5/2021 2:25,0,489,16,1
708,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,3/3/2021 17:12,1,270,445,1
709,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,3/6/2021 18:10,1,20,880,0
710,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,3/8/2021 11:12,0,366,248,0
711,gravida sem praesent id massa id nisl venenatis lacinia aenean,3/3/2021 9:10,0,737,243,0
712,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,3/4/2021 22:29,1,498,470,1
713,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,3/2/2021 4:18,1,784,627,0
714,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel,3/3/2021 4:53,1,373,632,1
715,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,3/1/2021 14:29,0,543,63,1
716,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,3/4/2021 13:21,1,431,487,1
717,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,3/5/2021 17:26,1,255,673,0
718,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,3/4/2021 23:44,0,995,981,1
719,vulputate luctus cum sociis natoque penatibus et magnis dis parturient,3/7/2021 9:52,0,538,666,1
720,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,3/2/2021 17:23,1,428,303,1
721,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,3/7/2021 4:14,0,619,443,1
722,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,3/1/2021 3:58,1,618,385,0
723,pede libero quis orci nullam molestie nibh in lectus pellentesque,3/4/2021 11:30,1,959,139,1
724,quam sapien varius ut blandit non interdum in ante vestibulum,3/1/2021 7:33,1,398,598,1
725,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,3/8/2021 12:07,0,66,538,1
726,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,3/2/2021 23:09,0,844,794,0
727,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,3/2/2021 3:47,1,886,23,1
728,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,3/2/2021 20:44,1,134,465,0
729,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,3/8/2021 5:58,0,164,324,0
730,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,3/4/2021 1:32,0,38,115,0
731,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,3/3/2021 18:51,0,597,95,0
732,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,3/3/2021 17:00,0,359,614,1
733,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,3/5/2021 15:45,0,342,711,1
734,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,3/5/2021 7:26,1,525,473,1
735,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,3/6/2021 10:40,1,939,976,0
736,ornare consequat lectus in est risus auctor sed tristique in tempus,3/2/2021 22:50,0,528,688,0
737,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,3/6/2021 12:38,1,787,688,1
738,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,3/6/2021 14:35,1,573,460,1
739,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,3/1/2021 21:09,0,413,249,1
740,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,3/6/2021 18:56,1,841,921,1
741,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,3/2/2021 17:03,0,647,797,0
742,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,3/2/2021 21:41,0,661,662,0
743,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,3/6/2021 9:42,0,489,472,1
744,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,3/8/2021 6:35,0,264,164,1
745,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,3/1/2021 12:03,1,323,598,0
746,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,3/3/2021 8:48,0,724,184,1
747,etiam pretium iaculis justo in hac habitasse platea dictumst etiam,3/6/2021 2:45,0,770,470,0
748,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,3/6/2021 5:10,0,277,683,0
749,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,3/8/2021 12:29,0,506,315,1
750,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,3/3/2021 17:16,1,92,780,0
751,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,3/5/2021 19:50,1,254,480,1
752,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,3/3/2021 12:56,1,791,178,0
753,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,3/4/2021 20:47,0,483,896,1
754,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,3/7/2021 2:28,0,756,989,1
755,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,3/4/2021 19:59,0,769,319,0
756,sit amet lobortis sapien sapien non mi integer ac neque,3/5/2021 10:54,0,144,70,0
757,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,3/8/2021 4:37,0,553,188,1
758,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,3/5/2021 21:51,0,409,540,1
759,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,3/6/2021 19:30,1,586,571,0
760,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,3/5/2021 12:22,1,257,19,0
761,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,3/1/2021 12:27,1,41,452,1
762,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,3/4/2021 21:57,1,289,989,0
763,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,3/1/2021 3:13,0,262,484,0
764,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,3/4/2021 5:27,1,269,252,1
765,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,3/5/2021 18:37,1,386,471,0
766,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,3/3/2021 22:27,1,474,476,1
767,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,3/1/2021 6:09,1,157,879,1
768,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,3/2/2021 17:38,1,910,355,1
